last_name,BB,HR,HP,FC,id,first_name,ROE,PA,TB,IBB,AB,D,H,K,team,S,T,SLG,OBP,OPS,SH,Year,AVG,SF
Brumfield,19,2,0,0,brumj001,Jacob,2,223,67,0,195,8,45,43,TOR,31,4,0.344,0.287,0.631,3,1999,0.231,9
Hamilton,0,0,0,0,hamij002,Joey,0,2,0,0,2,0,0,1,TOR,0,0,0.0,0.0,0.0,0,1999,0.0,0
Gardner,3,1,0,0,gardm001,Mark,0,54,7,0,51,0,4,15,SFN,3,0,0.137,0.13,0.267,6,1999,0.078,0
Perez,7,1,0,0,peree001,Eduardo,0,39,16,0,32,2,11,6,SLN,8,0,0.5,0.462,0.962,0,1999,0.344,0
Finley,0,0,0,0,finlc001,Chuck,0,6,0,0,6,0,0,3,ANA,0,0,0.0,0.0,0.0,1,1999,0.0,0
Taubensee,29,21,1,0,taube001,Ed,5,467,221,1,428,22,132,64,CIN,87,2,0.516,0.347,0.863,1,1999,0.308,9
Perez,17,7,6,0,peree002,Eddie,2,345,115,4,318,17,77,38,ATL,53,0,0.362,0.29,0.652,4,1999,0.242,4
Wolf,2,0,0,0,wolfr001,Randy,1,46,8,0,44,1,7,8,PHI,6,0,0.182,0.196,0.378,7,1999,0.159,0
Williams,100,25,1,0,willb002,Bernie,3,705,317,17,596,28,202,95,NYA,143,6,0.532,0.43,0.962,0,1999,0.339,8
Pettitte,1,0,0,0,petta001,Andy,0,6,1,0,5,0,1,2,NYA,1,0,0.2,0.333,0.533,0,1999,0.2,0
Dotel,4,0,1,0,doteo001,Octavio,0,31,3,0,26,0,3,17,NYN,3,0,0.115,0.258,0.373,1,1999,0.115,0
Hernandez,0,0,0,0,hernc003,Carlos,0,16,2,0,16,0,2,0,HOU,2,0,0.125,0.125,0.25,1,1999,0.125,0
Merced,26,8,0,0,merco002,Orlando,1,222,90,0,195,12,52,27,MON,31,1,0.462,0.351,0.813,0,1999,0.267,1
Silva,0,0,0,0,silvj001,Jose,0,24,2,0,24,0,2,10,PIT,2,0,0.083,0.083,0.166,2,1999,0.083,0
Langston,0,0,0,0,langm001,Mark,0,2,1,0,2,0,1,1,CLE,1,0,0.5,0.5,1.0,0,1999,0.5,0
Harris,5,1,0,0,harrl001,Lenny,1,198,74,0,188,13,58,7,COL,44,0,0.394,0.318,0.712,0,1999,0.309,5
Burkett,0,0,0,0,burkj001,John,0,2,0,0,2,0,0,2,TEX,0,0,0.0,0.0,0.0,0,1999,0.0,0
Lampkin,13,9,5,0,lampt001,Tom,0,229,102,1,208,11,60,30,SEA,38,2,0.49,0.341,0.831,1,1999,0.288,3
Weathers,1,0,0,0,weatd001,David,0,8,1,0,7,0,1,4,MIL,1,0,0.143,0.25,0.393,0,1999,0.143,0
Abbott,16,8,0,0,abbok002,Kurt,2,308,123,0,290,17,78,68,COL,51,2,0.424,0.305,0.729,2,1999,0.269,2
Sheffield,101,34,4,0,shefg001,Gary,5,679,287,4,556,20,165,62,LAN,111,0,0.516,0.398,0.914,0,1999,0.297,18
Garcia,1,0,0,0,garcc001,Carlos,0,12,2,0,11,0,2,3,SDN,2,0,0.182,0.25,0.432,0,1999,0.182,0
Whiten,3,1,0,0,whitm001,Mark,0,28,8,0,25,1,4,4,CLE,2,0,0.32,0.25,0.57,0,1999,0.16,0
Hubbard,13,1,0,0,hubbt001,Trenidad,1,122,41,1,108,5,33,24,LAN,27,0,0.38,0.377,0.757,1,1999,0.306,1
Almanzar,0,0,0,0,almac001,Carlos,0,1,0,0,1,0,0,1,SDN,0,0,0.0,0.0,0.0,0,1999,0.0,0
Petersen,2,0,0,0,petec002,Chris,0,15,2,0,13,0,2,3,COL,2,0,0.154,0.267,0.421,0,1999,0.154,0
Stynes,12,2,0,0,stync001,Chris,3,134,34,1,120,1,27,13,CIN,24,0,0.283,0.291,0.574,3,1999,0.225,2
Caruso,20,2,3,0,carum001,Mike,8,581,157,0,550,11,132,34,CHA,115,4,0.285,0.267,0.552,11,1999,0.24,8
Bragg,44,6,3,0,bragd001,Darren,2,330,103,1,283,12,71,67,SLN,52,1,0.364,0.358,0.722,5,1999,0.251,0
Petrick,10,4,0,0,petrb001,Ben,0,72,35,0,62,3,20,13,COL,13,0,0.565,0.417,0.982,0,1999,0.323,0
Lennon,2,1,1,0,lennp001,Patrick,0,32,11,0,29,2,6,12,TOR,3,0,0.379,0.281,0.66,0,1999,0.207,0
Acevedo,0,0,0,0,acevj001,Juan,0,24,1,0,24,0,1,16,SLN,1,0,0.042,0.042,0.084,2,1999,0.042,0
Payton,0,0,1,0,paytj001,Jay,0,9,3,0,8,1,2,2,NYN,1,0,0.375,0.333,0.708,0,1999,0.25,0
Alexander,10,0,0,0,alexm001,Manny,4,193,63,0,179,11,48,37,CHN,35,2,0.352,0.301,0.653,1,1999,0.268,4
Jaha,101,35,9,0,jahaj001,John,6,575,254,2,459,23,126,128,OAK,68,0,0.553,0.41,0.963,0,1999,0.275,6
Colon,0,0,0,0,colob001,Bartolo,0,9,1,0,9,0,1,5,CLE,1,0,0.111,0.111,0.222,1,1999,0.111,0
Daal,2,0,0,0,daalo001,Omar,2,83,18,0,81,2,16,10,ARI,14,0,0.222,0.217,0.439,6,1999,0.198,0
Bogar,37,4,4,0,bogat001,Tim,5,357,106,5,310,16,74,50,HOU,52,2,0.342,0.322,0.664,0,1999,0.239,6
Miceli,0,0,0,0,miced001,Dan,0,1,0,0,1,0,0,1,SDN,0,0,0.0,0.0,0.0,0,1999,0.0,0
Schmidt,5,0,0,0,schmj001,Jason,0,89,5,0,84,0,5,33,PIT,5,0,0.06,0.112,0.172,12,1999,0.06,0
Reynolds,2,1,0,0,reyns001,Shane,2,102,16,0,99,2,11,25,HOU,8,0,0.162,0.127,0.289,17,1999,0.111,1
Leskanic,0,1,0,0,leskc001,Curt,0,4,5,0,4,0,2,2,COL,1,0,1.25,0.5,1.75,0,1999,0.5,0
Jenkins,34,21,7,0,jenkg001,Geoff,4,498,252,7,453,43,140,86,MIL,73,3,0.556,0.363,0.919,3,1999,0.309,4
Bartee,9,0,0,0,bartk001,Kimera,2,92,22,0,83,1,15,20,DET,11,3,0.265,0.261,0.526,3,1999,0.181,0
Greene,0,0,0,0,greer002,Rick,0,2,0,0,2,0,0,2,CIN,0,0,0.0,0.0,0.0,0,1999,0.0,0
Greer,96,20,5,0,greer001,Rusty,11,667,274,2,559,41,167,65,TEX,103,3,0.49,0.402,0.892,0,1999,0.299,7
Diaz,3,0,0,0,diaze004,Edwin,0,9,4,1,5,2,2,1,ARI,0,0,0.8,0.556,1.356,0,1999,0.4,1
Diaz,23,3,5,0,diaze002,Einar,6,438,142,0,404,21,110,40,CLE,85,1,0.351,0.315,0.666,6,1999,0.272,6
Howell,8,1,0,0,howej002,Jack,1,41,12,0,33,2,7,9,HOU,4,0,0.364,0.366,0.73,0,1999,0.212,0
Andrews,50,16,1,0,andrs001,Shane,6,411,128,3,352,12,68,108,MON,40,0,0.364,0.29,0.654,0,1999,0.193,8
Reyes,0,0,0,0,reyed001,Dennis,0,5,0,0,4,0,0,3,CIN,0,0,0.0,0.0,0.0,0,1999,0.0,1
Lowell,26,12,5,0,lowem001,Mike,0,351,129,1,313,15,78,69,FLO,51,0,0.412,0.311,0.723,0,1999,0.249,7
Grieve,63,28,8,0,grieb001,Ben,4,556,234,2,483,21,129,104,OAK,80,0,0.484,0.36,0.844,0,1999,0.267,2
Boone,30,14,8,0,boona001,Aaron,8,534,210,2,486,26,132,78,CIN,87,5,0.432,0.319,0.751,5,1999,0.272,9
Poole,0,0,0,0,poolj001,Jim,0,2,0,0,2,0,0,1,PHI,0,0,0.0,0.0,0.0,0,1999,0.0,0
Jones,76,26,9,0,jonea002,Andruw,5,684,286,11,592,35,163,101,ATL,97,5,0.483,0.363,0.846,0,1999,0.275,7
Harris,0,0,0,0,harrr001,Reggie,0,1,0,0,1,0,0,1,MIL,0,0,0.0,0.0,0.0,0,1999,0.0,0
Valentin,22,5,1,0,valej004,Javier,3,255,83,0,225,12,54,39,MIN,36,1,0.369,0.302,0.671,1,1999,0.24,7
Reynoso,1,0,0,0,reyna001,Armando,1,65,10,0,64,2,8,25,ARI,6,0,0.156,0.138,0.294,8,1999,0.125,0
Flaherty,19,14,6,0,flahj001,John,3,495,185,0,458,19,124,64,TBA,91,0,0.404,0.301,0.705,1,1999,0.271,12
Scarsone,9,0,0,0,scars001,Steve,0,80,19,0,70,5,14,23,KCA,9,0,0.271,0.287,0.558,1,1999,0.2,1
Burnitz,91,33,16,0,burnj001,Jeromy,3,586,262,7,468,33,126,119,MIL,58,2,0.56,0.398,0.958,0,1999,0.269,11
Drew,50,13,6,0,drewj001,J.D.,6,438,156,0,377,16,89,77,SLN,54,6,0.414,0.331,0.745,3,1999,0.236,5
Valentin,40,12,4,0,valej002,John,5,515,179,2,460,27,114,68,BOS,74,1,0.389,0.307,0.696,1,1999,0.248,11
Offerman,96,8,2,0,offej001,Jose,7,698,255,5,593,37,172,75,BOS,116,11,0.43,0.387,0.817,2,1999,0.29,7
Jeter,90,24,12,0,jeted001,Derek,9,745,346,5,636,37,219,113,NYA,149,9,0.544,0.431,0.975,3,1999,0.344,7
Hunter,31,6,4,0,huntb001,Brian,2,229,77,1,191,12,45,38,ATL,26,1,0.403,0.349,0.752,5,1999,0.236,3
Sweeney,53,22,10,0,sweem002,Mike,5,650,299,0,578,44,185,47,KCA,117,2,0.517,0.382,0.899,0,1999,0.32,9
Sweeney,4,2,0,0,sweem001,Mark,0,35,20,1,31,3,11,9,CIN,6,0,0.645,0.429,1.074,0,1999,0.355,0
Hunter,37,4,2,0,huntb002,Brian Lee,15,601,162,0,553,13,125,90,SEA,102,6,0.293,0.273,0.566,4,1999,0.226,9
Everett,50,25,11,0,everc001,Carl,4,547,265,5,471,33,151,89,HOU,90,3,0.563,0.388,0.951,2,1999,0.321,15
DiSarcina,15,1,2,0,disag001,Gary,2,313,74,0,290,7,62,32,ANA,53,1,0.255,0.252,0.507,9,1999,0.214,6
Telford,1,0,0,0,telfa001,Anthony,0,7,0,0,6,0,0,1,MON,0,0,0.0,0.143,0.143,2,1999,0.0,0
Wendell,1,0,0,0,wendt001,Turk,0,7,0,0,6,0,0,3,NYN,0,0,0.0,0.143,0.143,0,1999,0.0,0
Baerga,10,3,2,0,baerc001,Carlos,3,155,43,1,140,1,33,22,SDN,29,0,0.307,0.29,0.597,2,1999,0.236,3
Kennedy,3,1,2,0,kenna001,Adam,0,113,41,0,106,10,26,8,SLN,14,1,0.387,0.274,0.661,1,1999,0.245,2
Meluskey,5,1,0,0,melum001,Mitch,0,38,11,1,33,1,7,6,HOU,5,0,0.333,0.316,0.649,0,1999,0.212,0
Martin,4,0,2,0,martn001,Norberto,0,33,8,0,27,2,6,4,TOR,4,0,0.296,0.364,0.66,0,1999,0.222,0
Rogers,2,0,0,0,rogek001,Kenny,0,36,3,0,34,0,3,11,OAK,3,0,0.088,0.139,0.227,3,1999,0.088,0
Davis,0,0,0,0,davit003,Tommy,0,6,1,0,6,0,1,2,BAL,1,0,0.167,0.167,0.334,0,1999,0.167,0
Barber,0,0,0,0,barbb002,Brian,0,2,0,0,2,0,0,0,KCA,0,0,0.0,0.0,0.0,1,1999,0.0,0
Anderson,24,5,2,0,andem003,Marlon,4,493,163,1,461,26,114,60,PHI,79,4,0.354,0.284,0.638,4,1999,0.247,6
Cordova,2,0,0,0,cordf001,Francisco,0,62,8,0,59,0,8,15,PIT,8,0,0.136,0.161,0.297,5,1999,0.136,1
Alicea,28,3,0,0,alicl001,Luis,2,202,52,0,171,10,33,32,TEX,20,0,0.304,0.302,0.606,3,1999,0.193,3
Vizcaino,20,1,1,0,vizcj001,Jose,3,310,79,0,286,9,67,23,LAN,57,0,0.276,0.284,0.56,9,1999,0.234,3
Clayton,39,14,4,0,clayr001,Royce,5,533,207,1,486,21,134,100,TEX,94,5,0.426,0.332,0.758,9,1999,0.276,4
Relaford,19,1,6,0,relad001,Desi,3,249,69,2,222,11,51,33,PHI,37,2,0.311,0.305,0.616,6,1999,0.23,2
Ortiz,3,1,0,0,ortir001,Russ,0,89,19,0,85,2,14,17,SFN,11,0,0.224,0.191,0.415,7,1999,0.165,1
Conine,30,13,3,0,conij001,Jeff,6,496,201,0,450,31,129,37,BAL,84,1,0.447,0.327,0.774,1,1999,0.287,13
Lamb,10,1,0,0,lambd001,David,2,135,38,0,124,5,28,18,TBA,21,1,0.306,0.281,0.587,0,1999,0.226,1
Collier,14,2,0,0,colll001,Lou,0,154,50,0,138,9,35,31,MIL,24,0,0.362,0.318,0.68,1,1999,0.254,2
Dye,58,27,1,0,dye-j001,Jermaine,8,684,320,4,613,44,179,118,KCA,100,8,0.522,0.348,0.87,0,1999,0.292,12
Goodwin,13,0,0,0,goodc001,Curtis,3,190,46,1,174,6,38,41,TOR,31,1,0.264,0.268,0.532,4,1999,0.218,3
Clark,64,31,6,0,clart002,Tony,1,615,272,7,538,29,150,132,DET,90,0,0.506,0.358,0.864,0,1999,0.279,7
Justice,93,21,2,0,justd001,Dave,5,539,204,11,434,18,123,90,CLE,84,0,0.47,0.404,0.874,0,1999,0.283,10
Morgan,0,0,0,0,morgm001,Mike,0,4,1,0,4,0,1,2,TEX,1,0,0.25,0.25,0.5,0,1999,0.25,0
Olivares,0,0,0,0,olivo001,Omar,0,8,3,0,8,1,2,1,OAK,1,0,0.375,0.25,0.625,1,1999,0.25,0
Florie,0,0,0,0,florb001,Bryce,0,1,0,0,1,0,0,1,DET,0,0,0.0,0.0,0.0,0,1999,0.0,0
Vidro,29,12,4,0,vidrj001,Jose,9,542,235,2,498,45,150,49,MON,91,2,0.472,0.338,0.81,2,1999,0.301,11
Patrick,0,0,0,0,patrb001,Bronswell,0,1,0,0,1,0,0,1,SFN,0,0,0.0,0.0,0.0,0,1999,0.0,0
VanderWal,37,6,2,0,vandj001,John,0,292,103,1,247,18,67,57,SDN,43,0,0.417,0.363,0.78,0,1999,0.271,6
Blauser,26,9,8,0,blauj001,Jeff,2,243,84,0,206,5,48,52,CHN,32,2,0.408,0.337,0.745,2,1999,0.233,3
Witt,2,1,0,0,wittk001,Kevin,0,38,11,0,36,1,7,9,TOR,5,0,0.306,0.237,0.543,1,1999,0.194,0
Ritchie,1,0,0,0,ritct001,Todd,2,70,9,0,69,1,8,16,PIT,7,0,0.13,0.129,0.259,8,1999,0.116,0
Ponson,0,0,0,0,ponss001,Sidney,0,5,0,0,5,0,0,0,BAL,0,0,0.0,0.0,0.0,1,1999,0.0,0
Williams,33,17,6,0,willg001,Gerald,6,476,193,1,431,24,116,66,ATL,74,1,0.448,0.326,0.774,4,1999,0.269,6
Jones,125,45,2,0,jonec004,Chipper,5,706,359,18,569,41,181,90,ATL,94,1,0.631,0.436,1.067,0,1999,0.318,10
Reed,1,0,0,0,reedr002,Rick,0,62,13,0,61,2,11,14,NYN,9,0,0.213,0.194,0.407,8,1999,0.18,0
Eiland,0,0,0,0,eilad001,Dave,0,3,0,0,3,0,0,0,TBA,0,0,0.0,0.0,0.0,1,1999,0.0,0
Erickson,0,0,0,0,erics001,Scott,0,8,0,0,8,0,0,2,BAL,0,0,0.0,0.0,0.0,1,1999,0.0,0
Lima,3,0,0,0,limaj001,Jose,0,105,6,0,101,0,6,24,HOU,6,0,0.059,0.086,0.145,13,1999,0.059,1
Frye,14,1,1,0,fryej001,Jeff,1,137,38,1,116,3,32,10,BOS,28,0,0.328,0.343,0.671,1,1999,0.276,6
Kapler,41,18,2,0,kaplg001,Gabe,4,478,186,0,427,22,102,73,DET,58,4,0.436,0.303,0.739,4,1999,0.239,8
Dunston,2,5,5,0,dunss001,Shawon,2,263,110,0,250,11,78,38,SLN,59,3,0.44,0.323,0.763,3,1999,0.312,6
Navarro,0,0,0,0,navaj001,Jaime,0,5,0,0,5,0,0,1,CHA,0,0,0.0,0.0,0.0,1,1999,0.0,0
Nixon,23,0,0,0,nixoo001,Otis,4,178,35,1,154,2,31,15,ATL,28,1,0.227,0.303,0.53,1,1999,0.201,1
Veras,63,6,2,0,veraq001,Quilvio,10,551,180,0,479,25,133,88,SDN,100,2,0.376,0.359,0.735,1,1999,0.278,7
Thome,127,33,4,0,thomj002,Jim,5,633,267,13,497,27,137,170,CLE,75,2,0.537,0.423,0.96,0,1999,0.276,5
Quinn,4,6,1,0,quinm001,Mark,0,65,44,0,60,4,20,11,KCA,9,1,0.733,0.385,1.118,0,1999,0.333,0
Newhan,1,2,0,0,newhd001,David,1,43,13,0,42,1,6,10,SDN,3,0,0.31,0.163,0.473,0,1999,0.143,0
Hocking,22,7,3,0,hockd001,Denny,5,431,146,1,399,18,103,53,MIN,76,2,0.366,0.297,0.663,4,1999,0.258,7
Hackman,0,0,0,0,hackl001,Luther,0,5,1,0,5,0,1,3,COL,1,0,0.2,0.2,0.4,0,1999,0.2,0
Thomson,2,0,0,0,thomj005,John,0,20,4,0,18,1,3,7,COL,2,0,0.222,0.25,0.472,0,1999,0.167,0
Hansen,10,3,0,0,hansj001,Jed,1,99,26,0,87,1,16,31,KCA,12,0,0.299,0.263,0.562,4,1999,0.184,2
Tucker,37,11,3,0,tuckm001,Michael,2,343,126,3,299,8,75,80,CIN,51,5,0.421,0.335,0.756,0,1999,0.251,4
Osik,11,2,1,0,osikk001,Keith,1,182,42,0,168,3,31,28,PIT,25,1,0.25,0.236,0.486,1,1999,0.185,2
Doster,12,3,0,0,dostd001,David,2,115,30,1,102,2,19,23,PHI,14,0,0.294,0.27,0.564,2,1999,0.186,1
Orie,22,6,3,0,oriek001,Kevin,5,271,95,1,242,16,61,43,FLO,39,0,0.393,0.317,0.71,0,1999,0.252,4
Martinez,0,0,0,0,martf001,Felix,0,7,1,0,7,0,1,0,KCA,1,0,0.143,0.143,0.286,0,1999,0.143,0
Harnisch,1,1,0,0,harnp001,Pete,1,83,17,0,82,4,10,20,CIN,5,0,0.207,0.133,0.34,8,1999,0.122,0
Fick,7,3,0,0,fickr001,Robert,1,50,18,0,42,0,9,6,DET,6,0,0.429,0.32,0.749,0,1999,0.214,1
Smith,3,0,0,0,smitd006,Dan,0,33,2,0,30,0,2,15,MON,2,0,0.067,0.152,0.219,3,1999,0.067,0
Sefcik,29,1,1,0,sefck001,Kevin,3,246,82,0,215,15,58,24,PHI,39,3,0.381,0.358,0.739,3,1999,0.27,1
Agbayani,32,14,3,0,agbab001,Benny,3,317,145,4,277,18,79,58,NYN,44,3,0.523,0.36,0.883,0,1999,0.285,5
Heiserman,0,0,0,0,heisr001,Rick,0,1,0,0,1,0,0,0,SLN,0,0,0.0,0.0,0.0,0,1999,0.0,0
Ebert,0,0,0,0,eberd001,Derrin,0,1,0,0,1,0,0,1,ATL,0,0,0.0,0.0,0.0,0,1999,0.0,0
Sexson,34,31,4,0,sexsr001,Richie,5,535,246,0,486,17,122,116,CLE,67,7,0.506,0.299,0.805,0,1999,0.251,11
Clyburn,7,3,1,0,clybd001,Danny,0,88,29,0,80,4,16,20,TBA,9,0,0.362,0.273,0.635,0,1999,0.2,0
Franco,28,4,0,0,franm001,Matt,0,163,48,3,132,5,31,20,NYN,22,0,0.364,0.362,0.726,0,1999,0.235,3
Hansell,0,0,0,0,hansg001,Greg,0,2,0,0,2,0,0,2,PIT,0,0,0.0,0.0,0.0,0,1999,0.0,0
Tomko,3,0,0,0,tomkb001,Brett,1,67,12,0,63,2,10,17,CIN,8,0,0.19,0.194,0.384,8,1999,0.159,1
Perez,2,1,0,0,perec001,Carlos,0,36,13,0,33,2,8,8,LAN,5,0,0.394,0.278,0.672,3,1999,0.242,1
Vazquez,3,0,0,0,vazqj001,Javier,1,62,14,0,58,2,12,8,MON,10,0,0.241,0.242,0.483,8,1999,0.207,1
Mills,0,0,0,0,milla001,Alan,0,2,0,0,2,0,0,1,LAN,0,0,0.0,0.0,0.0,0,1999,0.0,0
Park,2,0,0,0,parkc002,Chan Ho,2,77,11,0,73,2,9,26,LAN,7,0,0.151,0.143,0.294,6,1999,0.123,2
Heredia,0,0,0,0,heref001,Felix,0,4,2,0,4,0,2,0,CHN,2,0,0.5,0.5,1.0,0,1999,0.5,0
Edmondson,0,0,0,0,edmob001,Brian,0,11,6,0,11,2,4,4,FLO,2,0,0.545,0.364,0.909,0,1999,0.364,0
Caminiti,46,13,3,0,camik001,Ken,3,334,130,4,276,11,78,54,HOU,53,1,0.471,0.38,0.851,0,1999,0.283,9
Cookson,0,0,0,0,cookb001,Brent,0,5,1,0,5,0,1,1,LAN,1,0,0.2,0.2,0.4,0,1999,0.2,0
Knoblauch,83,18,21,0,knobc001,Chuck,5,731,274,0,614,36,176,57,NYA,118,4,0.446,0.383,0.829,3,1999,0.287,13
Montgomery,0,0,0,0,monts001,Steve,0,1,1,0,1,0,1,0,PHI,1,0,1.0,1.0,2.0,0,1999,1.0,0
Hernandez,0,0,0,0,herno001,Orlando,0,3,1,0,3,0,1,0,NYA,1,0,0.333,0.333,0.666,0,1999,0.333,0
King,0,0,0,0,kingr001,Ray,0,1,0,0,1,0,0,1,CHN,0,0,0.0,0.0,0.0,0,1999,0.0,0
Mahomes,0,0,0,0,mahop001,Pat,0,15,8,0,15,3,5,5,NYN,2,0,0.533,0.333,0.866,0,1999,0.333,0
Difelice,8,6,3,0,difem001,Mike,1,192,84,0,179,11,55,22,TBA,38,0,0.469,0.344,0.813,0,1999,0.307,2
Loretta,52,5,10,0,lorem001,Mark,2,684,229,1,611,34,170,59,MIL,126,5,0.375,0.339,0.714,9,1999,0.278,11
Ortiz,5,0,0,0,ortid001,David,0,26,0,0,20,0,0,12,MIN,0,0,0.0,0.192,0.192,0,1999,0.0,1
Durrington,9,0,0,0,durrt001,Trent,2,140,24,0,131,2,22,27,ANA,20,0,0.183,0.221,0.404,5,1999,0.168,0
Lopez,9,6,5,0,lopel002,Luis,1,234,85,1,218,14,53,34,MIL,33,0,0.39,0.286,0.676,8,2000,0.243,2
Chen,1,0,0,0,chenb001,Bruce,0,45,1,0,44,0,1,20,PHI,1,0,0.023,0.044,0.067,7,2000,0.023,0
Beltre,55,20,2,0,belta001,Adrian,4,579,242,2,518,30,148,78,LAN,96,2,0.467,0.354,0.821,3,2000,0.286,4
Saturria,1,0,0,0,satul001,Luis,0,6,0,0,5,0,0,3,SLN,0,0,0.0,0.167,0.167,0,2000,0.0,0
Eldred,2,0,0,0,eldrc001,Cal,1,6,1,0,4,0,1,1,CHA,1,0,0.25,0.5,0.75,0,2000,0.25,0
Penny,0,0,0,0,pennb002,Brad,0,47,5,0,47,0,5,17,FLO,5,0,0.106,0.106,0.212,1,2000,0.106,0
Figueroa,0,0,0,0,figun001,Nelson,0,5,1,0,5,0,1,1,ARI,1,0,0.2,0.2,0.4,1,2000,0.2,0
Rodriguez,0,0,0,0,rodrj001,Jose,0,1,0,0,1,0,0,1,SLN,0,0,0.0,0.0,0.0,0,2000,0.0,0
Bohanon,2,2,0,0,bohab001,Brian,0,79,20,0,76,3,11,14,COL,6,0,0.263,0.165,0.428,11,2000,0.145,1
Bocachica,0,0,0,0,bocah001,Hiram,0,10,3,0,10,0,3,2,LAN,3,0,0.3,0.3,0.6,0,2000,0.3,0
Stewart,37,21,6,0,stews002,Shannon,8,634,302,1,587,43,186,77,TOR,117,5,0.514,0.361,0.875,1,2000,0.317,4
Arroyo,0,0,0,0,arrob001,Bronson,0,25,5,0,25,2,3,10,PIT,1,0,0.2,0.12,0.32,2,2000,0.12,0
Schilling,1,0,0,0,schic002,Curt,0,80,16,0,79,3,13,15,PHI,10,0,0.203,0.175,0.378,9,2000,0.165,0
Coggin,0,0,0,0,coggd001,Dave,0,9,0,0,9,0,0,4,PHI,0,0,0.0,0.0,0.0,1,2000,0.0,0
Meyers,3,0,1,0,meyec001,Chad,1,58,11,0,53,2,9,11,CHN,7,0,0.208,0.224,0.432,0,2000,0.17,1
Rekar,0,0,0,0,rekab001,Bryan,0,3,2,0,3,1,1,1,TBA,0,0,0.667,0.333,1.0,0,2000,0.333,0
Singleton,35,11,1,0,singc001,Chris,7,581,195,2,538,22,130,84,CHA,92,5,0.362,0.287,0.649,12,2000,0.242,4
Wright,0,0,0,0,wrigj001,Jamey,1,52,4,0,52,1,3,15,MIL,2,0,0.077,0.058,0.135,4,2000,0.058,0
Dransfeldt,1,0,0,0,drank001,Kelly,0,27,5,0,26,2,3,14,TEX,1,0,0.192,0.148,0.34,0,2000,0.115,0
Washburn,1,0,0,0,washj001,Jarrod,0,8,1,0,7,0,1,0,ANA,1,0,0.143,0.25,0.393,2,2000,0.143,0
Bere,0,0,0,0,berej002,Jason,2,41,10,0,41,0,8,17,MIL,7,1,0.244,0.195,0.439,1,2000,0.195,0
Williams,0,0,0,0,willb001,Brian,0,2,2,0,2,1,1,0,CLE,0,0,1.0,0.5,1.5,0,2000,0.5,0
O'Connor,0,0,0,0,oconb001,Brian,0,2,1,0,2,0,1,1,PIT,1,0,0.5,0.5,1.0,0,2000,0.5,0
Morgan,0,0,0,0,morgm001,Mike,0,18,7,0,18,0,7,5,ARI,7,0,0.389,0.389,0.778,1,2000,0.389,0
Gutierrez,66,11,7,0,gutir001,Ricky,8,559,180,0,482,19,124,55,CHN,92,2,0.373,0.352,0.725,16,2000,0.257,4
Glavine,7,0,0,0,glavt001,Tom,2,103,11,0,96,1,10,20,ATL,9,0,0.115,0.165,0.28,14,2000,0.104,0
Stephenson,4,0,0,0,stepg001,Garrett,0,89,3,0,85,0,3,23,SLN,3,0,0.035,0.079,0.114,13,2000,0.035,0
Alomar,16,7,4,0,aloms001,Sandy,5,392,144,1,368,16,103,41,CLE,78,2,0.391,0.314,0.705,4,2000,0.28,4
Gilbert,2,1,0,0,gilbs001,Shawn,0,24,7,0,22,1,3,7,LAN,1,0,0.318,0.208,0.526,1,2000,0.136,0
Carpenter,4,3,0,0,carpb001,Bubba,0,31,15,0,27,0,6,13,COL,3,0,0.556,0.323,0.879,0,2000,0.222,0
Reboulet,23,0,0,0,reboj001,Jeff,5,218,51,0,194,7,44,31,KCA,37,0,0.263,0.307,0.57,6,2000,0.227,1
Garcia,0,0,0,0,garck002,Karim,0,33,3,0,33,0,3,10,DET,3,0,0.091,0.091,0.182,0,2000,0.091,0
Larkin,48,11,1,0,larkb001,Barry,2,447,193,0,398,26,124,29,CIN,82,5,0.485,0.387,0.872,2,2000,0.312,0
Rodriguez,100,41,7,0,rodra001,Alex,9,677,336,5,559,34,175,115,SEA,98,2,0.601,0.417,1.018,0,2000,0.313,11
Davis,9,9,2,0,davir002,Russ,1,193,79,0,181,5,47,29,SFN,33,0,0.436,0.301,0.737,0,2000,0.26,1
Palmeiro,103,39,3,0,palmr001,Rafael,2,684,315,17,571,29,163,76,TEX,92,3,0.552,0.393,0.945,0,2000,0.285,7
Cunnane,0,0,0,0,cunnw001,Will,0,7,2,0,7,1,1,3,SDN,0,0,0.286,0.143,0.429,0,2000,0.143,0
Escobar,0,0,0,0,escok001,Kelvim,0,7,0,0,7,0,0,4,TOR,0,0,0.0,0.0,0.0,0,2000,0.0,0
Serafini,0,0,0,0,serad001,Dan,1,30,2,0,30,0,2,9,SDN,2,0,0.067,0.067,0.134,3,2000,0.067,0
Olerud,102,14,4,0,olerj001,John,4,695,248,11,579,45,161,96,SEA,102,0,0.428,0.384,0.812,2,2000,0.278,10
Melo,0,0,0,0,meloj001,Juan,0,13,1,0,13,0,1,5,SFN,1,0,0.077,0.077,0.154,0,2000,0.077,0
Almanza,0,0,0,0,almaa001,Armando,0,3,0,0,3,0,0,0,FLO,0,0,0.0,0.0,0.0,1,2000,0.0,0
Cordero,32,16,7,0,cordw001,Wil,12,536,230,1,496,35,137,75,PIT,81,5,0.464,0.328,0.792,0,2000,0.276,1
